"emp_id","satisfaction_level","last_evaluation"
"13624","52.0","92.0"
"13625","65.0","66.0"
"13626","59.0","90.0"
"13627","71.0","80.0"
"13628","18.0","70.0"
"13629","21.0","93.0"
"13630","15.0","67.0"
"13631","97.0","53.0"
"13632","39.0","48.0"
"13633","35.0","66.0"
"13634","88.0","58.0"
"13635","58.0","97.0"
"13636","61.0","78.0"
"13637","59.0","98.0"
"13638","55.0","41.0"
"13639","52.0","80.0"
"13640","71.0","77.0"
"13641","63.0","82.0"
"13642","17.0","84.0"
"13643","95.0","49.0"
"13644","100.0","73.0"
"13645","73.0","96.0"
"13646","80.0","64.0"
"13647","63.0","80.0"
"13648","95.0","59.0"
"13649","75.0","83.0"
"13650","64.0","72.0"
"13651","72.0","100.0"
"13652","72.0","53.0"
"13653","85.0","63.0"
"13654","24.0","94.0"
"13655","69.0","53.0"
"13656","69.0","70.0"
"13657","87.0","59.0"
"13658","78.0","91.0"
"13659","76.0","74.0"
"13660","35.0","70.0"
"13661","88.0","59.0"
"13662","78.0","79.0"
"13663","36.0","42.0"
"13664","24.0","70.0"
"13665","55.0","82.0"
"13666","91.0","53.0"
"13667","66.0","61.0"
"13668","57.0","82.0"
"13669","64.0","64.0"
"13670","63.0","98.0"
"13671","49.0","92.0"
"13672","70.0","70.0"
"13673","30.0","71.0"
"13674","51.0","52.0"
"13675","71.0","87.0"
"13676","64.0","67.0"
"13677","67.0","66.0"
"13678","83.0","94.0"
"13679","92.0","96.0"
"13680","84.0","53.0"
"13681","97.0","75.0"
"13682","19.0","91.0"
"13683","86.0","51.0"
"13684","71.0","69.0"
"13685","76.0","56.0"
"13686","68.0","88.0"
"13687","61.0","99.0"
"13688","85.0","79.0"
"13689","84.0","89.0"
"13690","62.0","63.0"
"13691","77.0","76.0"
"13692","79.0","93.0"
"13693","97.0","50.0"
"13694","59.0","61.0"
"13695","93.0","62.0"
"13696","85.0","54.0"
"13697","70.0","57.0"
"13698","54.0","91.0"
"13699","42.0","86.0"
"13700","96.0","75.0"
"13701","58.0","80.0"
"13702","61.0","59.0"
"13703","62.0","97.0"
"13704","68.0","70.0"
"13705","60.0","73.0"
"13706","70.0","91.0"
"13707","65.0","55.0"
"13708","48.0","59.0"
"13709","75.0","73.0"
"13710","69.0","78.0"
"13711","34.0","46.0"
"13712","59.0","49.0"
"13713","94.0","95.0"
"13714","98.0","77.0"
"13715","72.0","66.0"
"13716","79.0","70.0"
"13717","54.0","61.0"
"13718","73.0","95.0"
"13719","82.0","58.0"
"13720","57.0","45.0"
"13721","98.0","93.0"
"13722","91.0","65.0"
"13723","72.0","91.0"
"13724","48.0","73.0"
"13725","57.0","86.0"
"13726","86.0","96.0"
"13727","63.0","85.0"
"13728","81.0","52.0"
"13729","21.0","37.0"
"13730","90.0","66.0"
"13731","79.0","78.0"
"13732","95.0","49.0"
"13733","29.0","43.0"
"13734","81.0","52.0"
"13735","21.0","56.0"
"13736","70.0","83.0"
"13737","66.0","64.0"
"13738","16.0","86.0"
"13739","72.0","80.0"
"13740","51.0","50.0"
"13741","59.0","63.0"
"13742","66.0","40.0"
"13743","69.0","84.0"
"13744","69.0","94.0"
"13745","89.0","79.0"
"13746","52.0","56.0"
"13747","91.0","91.0"
"13748","96.0","53.0"
"13749","80.0","58.0"
"13750","55.0","77.0"
"13751","93.0","63.0"
"13752","93.0","86.0"
"13753","54.0","48.0"
"13754","48.0","76.0"
"13755","19.0","99.0"
"13756","95.0","71.0"
"13757","96.0","81.0"
"13758","63.0","89.0"
"13759","81.0","80.0"
"13760","50.0","88.0"
"13761","76.0","72.0"
"13762","84.0","49.0"
"13763","20.0","95.0"
"13764","78.0","92.0"
"13765","80.0","68.0"
"13766","94.0","57.0"
"13767","44.0","74.0"
"13768","92.0","85.0"
"13769","54.0","80.0"
"13770","56.0","56.0"
"13771","66.0","69.0"
"13772","80.0","91.0"
"13773","60.0","81.0"
"13774","73.0","73.0"
"13775","55.0","74.0"
"13776","70.0","71.0"
"13777","53.0","68.0"
"13778","90.0","94.0"
"13779","80.0","78.0"
"13780","51.0","60.0"
"13781","86.0","96.0"
"13782","63.0","79.0"
"13783","83.0","93.0"
"13784","85.0","55.0"
"13785","80.0","57.0"
"13786","79.0","97.0"
"13787","37.0","71.0"
"13788","85.0","90.0"
"13789","76.0","56.0"
"13790","99.0","62.0"
"13791","55.0","63.0"
"13792","69.0","69.0"
"13793","68.0","100.0"
"13794","69.0","90.0"
"13795","65.0","70.0"
"13796","17.0","88.0"
"13797","48.0","65.0"
"13798","65.0","59.0"
"13799","57.0","49.0"
"13800","80.0","67.0"
"13801","80.0","60.0"
"13802","50.0","60.0"
"13803","95.0","87.0"
"13804","69.0","93.0"
"13805","74.0","57.0"
"13806","68.0","59.0"
"13807","68.0","55.0"
"13808","65.0","37.0"
"13809","85.0","92.0"
"13810","49.0","48.0"
"13811","19.0","80.0"
"13812","95.0","61.0"
"13813","63.0","62.0"
"13814","83.0","80.0"
"13815","62.0","78.0"
"13816","74.0","98.0"
"13817","70.0","87.0"
"13818","28.0","38.0"
"13819","39.0","56.0"
"13820","62.0","63.0"
"13821","79.0","54.0"
"13822","87.0","74.0"
"13823","29.0","75.0"
"13824","37.0","88.0"
"13825","68.0","55.0"
"13826","90.0","51.0"
"13827","97.0","65.0"
"13828","60.0","77.0"
"13829","58.0","79.0"
"13830","83.0","86.0"
"13831","83.0","73.0"
"13832","94.0","71.0"
"13833","69.0","90.0"
"13834","81.0","81.0"
"13835","19.0","50.0"
"13836","18.0","64.0"
"13837","58.0","63.0"
"13838","76.0","65.0"
"13839","26.0","47.0"
"13840","78.0","87.0"
"13841","71.0","56.0"
"13842","76.0","61.0"
"13843","44.0","81.0"
"13844","26.0","69.0"
"13845","75.0","57.0"
"13846","64.0","90.0"
"13847","79.0","71.0"
"13848","96.0","61.0"
"13849","63.0","100.0"
"13850","65.0","55.0"
"13851","76.0","81.0"
"13852","26.0","90.0"
"13853","84.0","73.0"
"13854","74.0","77.0"
"13855","53.0","45.0"
"13856","70.0","56.0"
"13857","62.0","69.0"
"13858","71.0","68.0"
"13859","50.0","65.0"
"13860","53.0","50.0"
"13861","88.0","89.0"
"13862","79.0","83.0"
"13863","69.0","89.0"
"13864","57.0","96.0"
"13865","68.0","80.0"
"13866","60.0","82.0"
"13867","70.0","90.0"
"13868","71.0","76.0"
"13869","49.0","51.0"
"13870","74.0","70.0"
"13871","20.0","93.0"
"13872","57.0","50.0"
"13873","83.0","48.0"
"13874","22.0","64.0"
"13875","67.0","57.0"
"13876","54.0","84.0"
"13877","54.0","53.0"
"13878","64.0","61.0"
"13879","23.0","84.0"
"13880","88.0","87.0"
"13881","83.0","54.0"
"13882","88.0","67.0"
"13883","90.0","85.0"
"13884","49.0","61.0"
"13885","55.0","49.0"
"13886","92.0","69.0"
"13887","72.0","67.0"
"13888","63.0","50.0"
"13889","98.0","66.0"
"13890","76.0","52.0"
"13891","42.0","56.0"
"13892","58.0","65.0"
"13893","85.0","82.0"
"13894","67.0","95.0"
"13895","58.0","100.0"
"13896","84.0","76.0"
"13897","56.0","68.0"
"13898","63.0","83.0"
"13899","51.0","92.0"
"13900","95.0","81.0"
"13901","85.0","55.0"
"13902","73.0","78.0"
"13903","20.0","49.0"
"13904","78.0","79.0"
"13905","83.0","80.0"
"13906","87.0","56.0"
"13907","98.0","99.0"
"13908","100.0","81.0"
"13909","70.0","55.0"
"13910","62.0","88.0"
"13911","67.0","72.0"
"13912","86.0","96.0"
"13913","44.0","57.0"
"13914","19.0","86.0"
"13915","76.0","83.0"
"13916","89.0","93.0"
"13917","25.0","97.0"
"13918","68.0","100.0"
"13919","38.0","50.0"
"13920","64.0","95.0"
"13921","76.0","62.0"
"13922","26.0","45.0"
"13923","69.0","67.0"
"13924","98.0","66.0"
"13925","86.0","83.0"
"13926","14.0","68.0"
"13927","58.0","63.0"
"13928","63.0","97.0"
"13929","70.0","91.0"
"13930","73.0","62.0"
"13931","89.0","52.0"
"13932","17.0","61.0"
"13933","86.0","73.0"
"13934","59.0","73.0"
"13935","22.0","51.0"
"13936","55.0","57.0"
"13937","74.0","60.0"
"13938","55.0","54.0"
"13939","67.0","94.0"
"13940","64.0","80.0"
"13941","58.0","71.0"
"13942","90.0","60.0"
"13943","89.0","90.0"
"13944","74.0","37.0"
"13945","78.0","91.0"
"13946","97.0","53.0"
"13947","52.0","92.0"
"13948","99.0","86.0"
"13949","76.0","44.0"
"13950","69.0","96.0"
"13951","59.0","69.0"
"13952","95.0","63.0"
"13953","69.0","81.0"
"13954","76.0","75.0"
"13955","70.0","84.0"
"13956","87.0","60.0"
"13957","44.0","55.0"
"13958","54.0","91.0"
"13959","55.0","75.0"
"13960","81.0","75.0"
"13961","50.0","55.0"
"13962","93.0","74.0"
"13963","64.0","50.0"
"13964","57.0","78.0"
"13965","95.0","74.0"
"13966","86.0","67.0"
"13967","82.0","58.0"
"13968","18.0","79.0"
"13969","58.0","70.0"
"13970","57.0","56.0"
"13971","94.0","83.0"
"13972","20.0","97.0"
"13973","73.0","75.0"
"13974","94.0","80.0"
"13975","99.0","61.0"
"13976","22.0","49.0"
"13977","67.0","66.0"
"13978","49.0","67.0"
"13979","78.0","95.0"
"13980","15.0","74.0"
"13981","91.0","89.0"
"13982","70.0","78.0"
"13983","60.0","95.0"
"13984","59.0","57.0"
"13985","59.0","93.0"
"13986","55.0","64.0"
"13987","42.0","75.0"
"13988","57.0","81.0"
"13989","72.0","51.0"
"13990","83.0","81.0"
"13991","89.0","93.0"
"13992","55.0","59.0"
"13993","53.0","75.0"
"13994","74.0","59.0"
"13995","63.0","98.0"
"13996","63.0","40.0"
"13997","61.0","97.0"
"13998","76.0","79.0"
"13999","67.0","82.0"
"14000","51.0","95.0"
"14001","67.0","55.0"
"14002","16.0","94.0"
"14003","34.0","85.0"
"14004","58.0","73.0"
"14005","50.0","71.0"
"14006","56.0","48.0"
"14007","56.0","98.0"
"14008","74.0","71.0"
"14009","69.0","99.0"
"14010","15.0","81.0"
"14011","58.0","67.0"
"14012","80.0","79.0"
"14013","50.0","57.0"
"14014","66.0","92.0"
"14015","81.0","78.0"
"14016","14.0","68.0"
"14017","92.0","85.0"
"14018","69.0","91.0"
"14019","66.0","99.0"
"14020","85.0","39.0"
"14021","83.0","69.0"
"14022","100.0","49.0"
"14023","68.0","65.0"
"14024","26.0","97.0"
"14025","35.0","41.0"
"14026","12.0","58.0"
"14027","91.0","93.0"
"14028","65.0","67.0"
"14029","78.0","72.0"
"14030","61.0","82.0"
"14031","64.0","51.0"
"14032","58.0","73.0"
"14033","63.0","76.0"
"14034","94.0","60.0"
"14035","26.0","81.0"
"14036","59.0","69.0"
"14037","78.0","80.0"
"14038","86.0","64.0"
"14039","79.0","73.0"
"14040","89.0","73.0"
"14041","34.0","99.0"
"14042","29.0","77.0"
"14043","71.0","89.0"
"14044","93.0","58.0"
"14045","94.0","76.0"
"14046","91.0","72.0"
"14047","71.0","96.0"
"14048","67.0","81.0"
"14049","54.0","42.0"
"14050","89.0","58.0"
"14051","94.0","91.0"
"14052","15.0","89.0"
"14053","45.0","92.0"
"14054","92.0","67.0"
"14055","63.0","56.0"
"14056","80.0","66.0"
"14057","45.0","72.0"
"14058","72.0","54.0"
"14059","84.0","36.0"
"14060","61.0","51.0"
"14061","63.0","88.0"
"14062","49.0","54.0"
"14063","68.0","51.0"
"14064","64.0","85.0"
"14065","61.0","64.0"
"14066","83.0","55.0"
"14067","94.0","51.0"
"14068","27.0","66.0"
"14069","60.0","49.0"
"14070","83.0","69.0"
"14071","53.0","75.0"
"14072","79.0","97.0"
"14073","96.0","49.0"
"14074","50.0","56.0"
"14075","68.0","81.0"
"14076","24.0","54.0"
"14077","80.0","80.0"
"14078","62.0","74.0"
"14079","100.0","85.0"
"14080","64.0","75.0"
"14081","51.0","55.0"
"14082","74.0","50.0"
"14083","49.0","99.0"
"14084","96.0","83.0"
"14085","59.0","62.0"
"14086","84.0","57.0"
"14087","16.0","84.0"
"14088","62.0","75.0"
"14089","79.0","67.0"
"14090","53.0","83.0"
"14091","17.0","48.0"
"14092","57.0","76.0"
"14093","65.0","82.0"
"14094","69.0","74.0"
"14095","30.0","80.0"
"14096","99.0","92.0"
"14097","50.0","69.0"
"14098","54.0","96.0"
"14099","69.0","57.0"
"14100","50.0","85.0"
"14101","66.0","73.0"
"14102","100.0","93.0"
"14103","15.0","61.0"
"14104","31.0","54.0"
"14105","65.0","49.0"
"14106","72.0","69.0"
"14107","84.0","85.0"
"14108","55.0","80.0"
"14109","60.0","58.0"
"14110","84.0","48.0"
"14111","68.0","87.0"
"14112","13.0","100.0"
"14113","88.0","98.0"
"14114","64.0","57.0"
"14115","19.0","95.0"
"14116","83.0","88.0"
"14117","17.0","41.0"
"14118","44.0","74.0"
"14119","52.0","55.0"
"14120","66.0","62.0"
"14121","96.0","55.0"
"14122","19.0","50.0"
"14123","86.0","100.0"
"14124","65.0","57.0"
"14125","61.0","97.0"
"14126","53.0","96.0"
"14127","14.0","76.0"
"14128","74.0","100.0"
"14129","47.0","62.0"
"14130","60.0","56.0"
"14131","81.0","58.0"
"14132","95.0","59.0"
"14133","98.0","80.0"
"14134","52.0","80.0"
"14135","100.0","97.0"
"14136","16.0","74.0"
"14137","19.0","83.0"
"14138","94.0","87.0"
"14139","58.0","43.0"
"14140","92.0","69.0"
"14141","65.0","80.0"
"14142","74.0","74.0"
"14143","60.0","53.0"
"14144","100.0","100.0"
"14145","81.0","96.0"
"14146","54.0","67.0"
"14147","18.0","81.0"
"14148","82.0","88.0"
"14149","90.0","96.0"
"14150","62.0","62.0"
"14151","77.0","76.0"
"14152","58.0","86.0"
"14153","27.0","47.0"
"14154","78.0","72.0"
"14155","98.0","66.0"
"14156","75.0","50.0"
"14157","74.0","67.0"
"14158","90.0","99.0"
"14159","73.0","71.0"
"14160","90.0","62.0"
"14161","68.0","91.0"
"14162","90.0","74.0"
"14163","64.0","93.0"
"14164","63.0","90.0"
"14165","87.0","89.0"
"14166","60.0","55.0"
"14167","70.0","74.0"
"14168","15.0","94.0"
"14169","45.0","75.0"
"14170","43.0","90.0"
"14171","92.0","46.0"
"14172","72.0","81.0"
"14173","94.0","84.0"
"14174","74.0","52.0"
"14175","48.0","71.0"
"14176","84.0","76.0"
"14177","53.0","86.0"
"14178","45.0","88.0"
"14179","95.0","67.0"
"14180","95.0","58.0"
"14181","70.0","85.0"
"14182","19.0","93.0"
"14183","74.0","91.0"
"14184","54.0","59.0"
"14185","50.0","69.0"
"14186","95.0","72.0"
"14187","69.0","69.0"
"14188","24.0","74.0"
"14189","96.0","70.0"
"14190","61.0","50.0"
"14191","76.0","53.0"
"14192","61.0","64.0"
"14193","37.0","48.0"
"14194","81.0","90.0"
"14195","59.0","90.0"
"14196","73.0","82.0"
"14197","87.0","57.0"
"14198","67.0","66.0"
"14199","96.0","78.0"
"14200","98.0","51.0"
"14201","50.0","58.0"
"14202","49.0","71.0"
"14203","13.0","65.0"
"14204","57.0","68.0"
"14205","51.0","94.0"
"14206","99.0","69.0"
"14207","80.0","77.0"
"14208","56.0","39.0"
"14209","96.0","84.0"
"14210","96.0","50.0"
"14211","87.0","53.0"
"14212","61.0","90.0"
"14213","18.0","60.0"
"14214","24.0","77.0"
"14215","86.0","48.0"
"14216","25.0","62.0"
"14217","25.0","82.0"
"14218","63.0","55.0"
"14219","89.0","68.0"
"14220","87.0","82.0"
"14221","87.0","78.0"
"14222","71.0","99.0"
"14223","98.0","87.0"
"14224","16.0","51.0"
"14225","83.0","68.0"
"14226","65.0","77.0"
"14227","95.0","64.0"
"14228","67.0","67.0"
"14229","53.0","88.0"
"14230","74.0","94.0"
"14231","77.0","79.0"
"14232","13.0","72.0"
"14233","82.0","92.0"
"14234","88.0","65.0"
"14235","89.0","50.0"
"14236","85.0","51.0"
"14237","93.0","87.0"
"14238","62.0","70.0"
"14239","58.0","96.0"
"14240","98.0","50.0"
"14241","52.0","45.0"
"14242","76.0","49.0"
"14243","73.0","91.0"
"14244","74.0","64.0"
"14245","49.0","48.0"
"14246","91.0","97.0"
"14247","74.0","92.0"
"14248","86.0","82.0"
"14249","52.0","47.0"
"14250","95.0","81.0"
"14251","65.0","98.0"
"14252","70.0","56.0"
"14253","14.0","66.0"
"14254","92.0","53.0"
"14255","54.0","60.0"
"14256","76.0","95.0"
"14257","78.0","66.0"
"14258","85.0","86.0"
"14259","78.0","80.0"
"14260","55.0","72.0"
"14261","68.0","61.0"
"14262","91.0","68.0"
"14263","76.0","56.0"
"14264","15.0","67.0"
"14265","95.0","60.0"
"14266","74.0","37.0"
"14267","92.0","56.0"
"14268","64.0","89.0"
"14269","96.0","90.0"
"14270","21.0","72.0"
"14271","85.0","67.0"
"14272","52.0","86.0"
"14273","54.0","81.0"
"14274","56.0","81.0"
"14275","59.0","79.0"
"14276","88.0","58.0"
"14277","70.0","84.0"
"14278","95.0","58.0"
"14279","83.0","88.0"
"14280","76.0","62.0"
"14281","82.0","92.0"
"14282","55.0","97.0"
"14283","89.0","55.0"
"14284","66.0","94.0"
"14285","41.0","61.0"
"14286","83.0","77.0"
"14287","88.0","72.0"
"14288","56.0","66.0"
"14289","53.0","72.0"
"14290","80.0","41.0"
"14291","95.0","78.0"
"14292","90.0","88.0"
"14293","50.0","97.0"
"14294","40.0","59.0"
"14295","52.0","85.0"
"14296","51.0","50.0"
"14297","84.0","62.0"
"14298","78.0","98.0"
"14299","91.0","71.0"
"14300","59.0","71.0"
"14301","69.0","97.0"
"14302","87.0","93.0"
"14303","66.0","100.0"
"14304","50.0","54.0"
"14305","95.0","75.0"
"14306","77.0","64.0"
"14307","66.0","50.0"
"14308","61.0","98.0"
"14309","70.0","87.0"
"14310","89.0","71.0"
"14311","60.0","78.0"
"14312","62.0","51.0"
"14313","59.0","90.0"
"14314","69.0","59.0"
"14315","36.0","94.0"
"14316","59.0","93.0"
"14317","50.0","51.0"
"14318","53.0","99.0"
"14319","84.0","90.0"
"14320","51.0","95.0"
"14321","53.0","56.0"
"14322","98.0","63.0"
"14323","95.0","81.0"
"14324","13.0","76.0"
"14325","50.0","64.0"
"14326","93.0","76.0"
"14327","50.0","87.0"
"14328","66.0","84.0"
"14329","89.0","79.0"
"14330","46.0","43.0"
"14331","67.0","60.0"
"14332","96.0","90.0"
"14333","98.0","76.0"
"14334","67.0","57.0"
"14335","72.0","72.0"
"14336","65.0","49.0"
"14337","72.0","67.0"
"14338","78.0","58.0"
"14339","93.0","56.0"
"14340","73.0","85.0"
"14341","20.0","57.0"
"14342","47.0","50.0"
"14343","56.0","62.0"
"14344","72.0","86.0"
"14345","91.0","56.0"
"14346","79.0","49.0"
"14347","53.0","75.0"
"14348","14.0","51.0"
"14349","78.0","92.0"
"14350","52.0","74.0"
"14351","94.0","68.0"
"14352","83.0","80.0"
"14353","44.0","68.0"
"14354","72.0","74.0"
"14355","84.0","58.0"
"14356","76.0","99.0"
"14357","92.0","94.0"
"14358","58.0","93.0"
"14359","85.0","81.0"
"14360","74.0","51.0"
"14361","74.0","87.0"
"14362","72.0","80.0"
"14363","76.0","98.0"
"14364","85.0","72.0"
"14365","82.0","49.0"
"14366","60.0","93.0"
"14367","39.0","64.0"
"14368","83.0","53.0"
"14369","70.0","92.0"
"14370","84.0","97.0"
"14371","90.0","77.0"
"14372","18.0","84.0"
"14373","52.0","71.0"
"14374","87.0","51.0"
"14375","60.0","79.0"
"14376","72.0","93.0"
"14377","48.0","64.0"
"14378","75.0","53.0"
"14379","85.0","55.0"
"14380","39.0","41.0"
"14381","61.0","68.0"
"14382","60.0","61.0"
"14383","57.0","64.0"
"14384","19.0","68.0"
"14385","48.0","77.0"
"14386","69.0","75.0"
"14387","70.0","55.0"
"14388","65.0","92.0"
"14389","81.0","96.0"
"14390","85.0","95.0"
"14391","93.0","76.0"
"14392","72.0","94.0"
"14393","49.0","55.0"
"14394","94.0","47.0"
"14395","81.0","84.0"
"14396","92.0","78.0"
"14397","97.0","82.0"
"14398","98.0","61.0"
"14399","44.0","45.0"
"14400","72.0","87.0"
"14401","80.0","73.0"
"14402","60.0","72.0"
"14403","89.0","65.0"
"14404","69.0","57.0"
"14405","54.0","81.0"
"14406","97.0","75.0"
"14407","37.0","40.0"
"14408","73.0","52.0"
"14409","57.0","69.0"
"14410","86.0","66.0"
"14411","83.0","85.0"
"14412","19.0","52.0"
"14413","55.0","93.0"
"14414","60.0","65.0"
"14415","62.0","71.0"
"14416","65.0","55.0"
"14417","40.0","48.0"
"14418","82.0","78.0"
"14419","75.0","69.0"
"14420","83.0","53.0"
"14421","77.0","78.0"
"14422","59.0","98.0"
"14423","80.0","79.0"
"14424","84.0","55.0"
"14425","88.0","71.0"
"14426","37.0","90.0"
"14427","88.0","66.0"
"14428","69.0","85.0"
"14429","54.0","49.0"
"14430","76.0","57.0"
"14431","51.0","58.0"
"14432","16.0","52.0"
"14433","65.0","60.0"
"14434","54.0","81.0"
"14435","66.0","68.0"
"14436","95.0","65.0"
"14437","83.0","57.0"
"14438","98.0","84.0"
"14439","72.0","72.0"
"14440","71.0","62.0"
"14441","36.0","65.0"
"14442","55.0","65.0"
"14443","64.0","52.0"
"14444","62.0","57.0"
"14445","100.0","95.0"
"14446","91.0","91.0"
"14447","81.0","67.0"
"14448","71.0","92.0"
"14449","97.0","74.0"
"14450","75.0","86.0"
"14451","68.0","100.0"
"14452","87.0","68.0"
"14453","96.0","57.0"
"14454","41.0","86.0"
"14455","81.0","61.0"
"14456","68.0","100.0"
"14457","63.0","56.0"
"14458","60.0","84.0"
"14459","66.0","97.0"
"14460","69.0","82.0"
"14461","23.0","37.0"
"14462","52.0","63.0"
"14463","65.0","86.0"
"14464","78.0","40.0"
"14465","60.0","65.0"
"14466","90.0","62.0"
"14467","59.0","95.0"
"14468","89.0","78.0"
"14469","96.0","85.0"
"14470","68.0","76.0"
"14471","52.0","72.0"
"14472","68.0","94.0"
"14473","60.0","59.0"
"14474","28.0","83.0"
"14475","98.0","54.0"
"14476","67.0","52.0"
"14477","86.0","60.0"
"14478","83.0","90.0"
"14479","79.0","86.0"
"14480","54.0","86.0"
"14481","51.0","86.0"
"14482","75.0","65.0"
"14483","51.0","67.0"
"14484","73.0","74.0"
"14485","17.0","40.0"
"14486","88.0","59.0"
"14487","76.0","79.0"
"14488","29.0","77.0"
"14489","62.0","97.0"
"14490","50.0","85.0"
"14491","16.0","65.0"
"14492","18.0","99.0"
"14493","86.0","68.0"
"14494","68.0","52.0"
"14495","68.0","85.0"
"14496","89.0","78.0"
"14497","86.0","88.0"
"14498","43.0","41.0"
"14499","85.0","58.0"
"14500","94.0","80.0"
"14501","58.0","71.0"
"14502","43.0","60.0"
"14503","72.0","49.0"
"14504","95.0","96.0"
"14505","35.0","67.0"
"14506","77.0","79.0"
"14507","74.0","70.0"
"14508","50.0","60.0"
"14509","87.0","56.0"
"14510","55.0","48.0"
"14511","80.0","65.0"
"14512","49.0","52.0"
"14513","54.0","92.0"
"14514","21.0","87.0"
"14515","77.0","77.0"
"14516","53.0","73.0"
"14517","89.0","49.0"
"14518","25.0","59.0"
"14519","53.0","59.0"
"14520","44.0","45.0"
"14521","70.0","44.0"
"14522","54.0","76.0"
"14523","90.0","56.0"
"14524","69.0","80.0"
"14525","78.0","59.0"
"14526","91.0","49.0"
"14527","92.0","61.0"
"14528","96.0","88.0"
"14529","80.0","77.0"
"14530","52.0","67.0"
"14531","52.0","97.0"
"14532","93.0","96.0"
"14533","89.0","90.0"
"14534","83.0","61.0"
"14535","70.0","84.0"
"14536","89.0","74.0"
"14537","21.0","37.0"
"14538","67.0","78.0"
"14539","73.0","97.0"
"14540","85.0","51.0"
"14541","54.0","85.0"
"14542","74.0","94.0"
"14543","71.0","65.0"
"14544","76.0","52.0"
"14545","85.0","50.0"
"14546","82.0","89.0"
"14547","71.0","79.0"
"14548","79.0","65.0"
"14549","86.0","56.0"
"14550","90.0","78.0"
"14551","65.0","80.0"
"14552","53.0","74.0"
"14553","51.0","91.0"
"14554","100.0","76.0"
"14555","92.0","82.0"
"14556","100.0","59.0"
"14557","23.0","67.0"
"14558","52.0","77.0"
"14559","80.0","83.0"
"14560","59.0","72.0"
"14561","75.0","55.0"
"14562","99.0","58.0"
"14563","57.0","76.0"
"14564","87.0","95.0"
"14565","52.0","47.0"
"14566","57.0","90.0"
"14567","32.0","77.0"
"14568","66.0","81.0"
"14569","53.0","80.0"
"14570","55.0","62.0"
"14571","66.0","90.0"
"14572","69.0","92.0"
"14573","67.0","99.0"
"14574","75.0","37.0"
"14575","70.0","98.0"
"14576","71.0","74.0"
"14577","97.0","60.0"
"14578","50.0","48.0"
"14579","34.0","92.0"
"14580","67.0","74.0"
"14581","78.0","98.0"
"14582","52.0","91.0"
"14583","91.0","51.0"
"14584","79.0","92.0"
"14585","83.0","53.0"
"14586","74.0","76.0"
"14587","77.0","97.0"
"14588","49.0","71.0"
"14589","94.0","89.0"
"14590","99.0","91.0"
"14591","69.0","84.0"
"14592","88.0","59.0"
"14593","89.0","90.0"
"14594","80.0","58.0"
"14595","22.0","89.0"
"14596","87.0","83.0"
"14597","66.0","66.0"
"14598","90.0","68.0"
"14599","95.0","54.0"
"14600","49.0","56.0"
"14601","71.0","68.0"
"14602","20.0","96.0"
"14603","95.0","64.0"
"14604","68.0","80.0"
"14605","93.0","68.0"
"14606","85.0","57.0"
"14607","82.0","68.0"
"14608","87.0","42.0"
"14609","88.0","84.0"
"14610","98.0","79.0"
"14611","89.0","98.0"
"14612","92.0","51.0"
"14613","48.0","60.0"
"14614","67.0","49.0"
"14615","84.0","55.0"
"14616","97.0","78.0"
"14617","65.0","53.0"
"14618","79.0","87.0"
"14619","75.0","75.0"
"14620","69.0","64.0"
"14621","85.0","60.0"
"14622","34.0","41.0"
"14623","97.0","68.0"
"14624","39.0","99.0"
"14625","54.0","81.0"
"14626","78.0","67.0"
"14627","49.0","79.0"
"14628","17.0","83.0"
"14629","98.0","81.0"
"14630","90.0","100.0"
"14631","24.0","89.0"
"14632","92.0","79.0"
"14633","36.0","72.0"
"14634","19.0","76.0"
"14635","75.0","76.0"
"14636","91.0","81.0"
"14637","72.0","95.0"
"14638","62.0","64.0"
"14639","97.0","75.0"
"14640","69.0","64.0"
"14641","98.0","56.0"
"14642","62.0","53.0"
"14643","59.0","82.0"
"14644","73.0","98.0"
"14645","71.0","79.0"
"14646","85.0","58.0"
"14647","80.0","94.0"
"14648","48.0","38.0"
"14649","64.0","40.0"
"14650","19.0","64.0"
"14651","82.0","69.0"
"14652","99.0","96.0"
"14653","45.0","58.0"
"14654","89.0","89.0"
"14655","75.0","78.0"
"14656","80.0","86.0"
"14657","78.0","49.0"
"14658","95.0","76.0"
"14659","68.0","67.0"
"14660","82.0","97.0"
"14661","90.0","69.0"
"14662","59.0","99.0"
"14663","66.0","57.0"
"14664","63.0","56.0"
"14665","73.0","78.0"
"14666","63.0","93.0"
"14667","87.0","62.0"
"14668","62.0","87.0"
"14669","53.0","90.0"
"14670","94.0","83.0"
"14671","94.0","55.0"
"14672","55.0","64.0"
"14673","58.0","72.0"
"14674","98.0","88.0"
"14675","74.0","76.0"
"14676","65.0","48.0"
"14677","97.0","79.0"
"14678","58.0","75.0"
"14679","49.0","77.0"
"14680","69.0","98.0"
"14681","55.0","49.0"
"14682","65.0","89.0"
"14683","87.0","49.0"
"14684","12.0","70.0"
"14685","65.0","84.0"
"14686","23.0","66.0"
"14687","62.0","77.0"
"14688","86.0","72.0"
"14689","85.0","60.0"
"14690","74.0","76.0"
"14691","53.0","76.0"
"14692","99.0","44.0"
"14693","48.0","81.0"
"14694","72.0","74.0"
"14695","76.0","72.0"
"14696","41.0","70.0"
"14697","85.0","88.0"
"14698","62.0","49.0"
